Panel,Data_Type,Panel_Description,Station,Cluster,Cluster_Name,StationType,Is_Traffic_Station,X_Variable,X_Label,X_Raw_Value,X_Norm,Y_Variable,Y_Label,Y_Raw_Value,Y_Norm,Baseline_Feature_Name,Cluster_Feature_Values,Notes
e,environmental_gradient_point,Environmental gradient proof matrix point.,宝山杨行,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004203216662285824,0.5645812682139577,green_space_composite,Green Space Density (3km),0.34732966989986713,0.2697500187580357,Baseline+Meteorology,Emission=-0.132488; Landuse=0.006363; POI=0.022530; Temp=0.005569; Topo=-0.056834; UCP=-0.015045,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,宝山罗店,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0012447503445322532,0.15461070097613427,building_density_aggregate,Building Density (3km),0.1262786229233767,0.408025361712192,Baseline+Meteorology,Emission=-0.042463; Landuse=-0.191583; POI=-0.087539; Temp=-0.010945; Topo=0.028177; UCP=-0.009733,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,宝山罗店,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0012447503445322532,0.15461070097613427,height_std_aggregate,Building Height Std (3km),18.247615689855497,0.7228374337334259,Baseline+Meteorology,Emission=-0.042463; Landuse=-0.191583; POI=-0.087539; Temp=-0.010945; Topo=0.028177; UCP=-0.009733,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,宝山罗店,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0012447503445322532,0.15461070097613427,frontal_area_density_aggregate,Frontal Area Density (3km),0.23755734003488393,0.2853426932153573,Baseline+Meteorology,Emission=-0.042463; Landuse=-0.191583; POI=-0.087539; Temp=-0.010945; Topo=0.028177; UCP=-0.009733,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,宝山罗店,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0012447503445322532,0.15461070097613427,building_impervious_composite,Building & Impervious (3km),0.4828598562987627,0.5390691903397662,Baseline+Meteorology,Emission=-0.042463; Landuse=-0.191583; POI=-0.087539; Temp=-0.010945; Topo=0.028177; UCP=-0.009733,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,宝山罗店,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0012447503445322532,0.15461070097613427,green_space_composite,Green Space Density (3km),0.5139738912840605,0.47612949800806814,Baseline+Meteorology,Emission=-0.042463; Landuse=-0.191583; POI=-0.087539; Temp=-0.010945; Topo=0.028177; UCP=-0.009733,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,崇明现代农业园区,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0008850100679066396,0.10475955871993939,building_density_aggregate,Building Density (3km),0.007826243158272336,0.01457541734774194,Baseline+Meteorology,Emission=-0.161018; Landuse=-0.362043; POI=0.032945; Temp=-0.045581; Topo=-0.085893; UCP=-0.992012,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,崇明现代农业园区,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0008850100679066396,0.10475955871993939,height_std_aggregate,Building Height Std (3km),8.677229875075524,0.21782417562302117,Baseline+Meteorology,Emission=-0.161018; Landuse=-0.362043; POI=0.032945; Temp=-0.045581; Topo=-0.085893; UCP=-0.992012,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,崇明现代农业园区,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0008850100679066396,0.10475955871993939,frontal_area_density_aggregate,Frontal Area Density (3km),0.00573516978150252,0.0,Baseline+Meteorology,Emission=-0.161018; Landuse=-0.362043; POI=0.032945; Temp=-0.045581; Topo=-0.085893; UCP=-0.992012,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,崇明现代农业园区,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0008850100679066396,0.10475955871993939,building_impervious_composite,Building & Impervious (3km),0.09887571234467243,0.05182060856925062,Baseline+Meteorology,Emission=-0.161018; Landuse=-0.362043; POI=0.032945; Temp=-0.045581; Topo=-0.085893; UCP=-0.992012,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,崇明现代农业园区,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0008850100679066396,0.10475955871993939,green_space_composite,Green Space Density (3km),0.7960072470446498,0.825411919021741,Baseline+Meteorology,Emission=-0.161018; Landuse=-0.362043; POI=0.032945; Temp=-0.045581; Topo=-0.085893; UCP=-0.992012,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,徐家汇,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0013503247689957629,0.16924071600229051,building_density_aggregate,Building Density (3km),0.2706473718789773,0.8875587941108204,Baseline+Meteorology,Emission=0.042626; Landuse=-0.071134; POI=0.024526; Temp=-0.008105; Topo=0.020096; UCP=-0.414374,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,徐家汇,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0013503247689957629,0.16924071600229051,height_std_aggregate,Building Height Std (3km),18.365817698049707,0.7290747560763939,Baseline+Meteorology,Emission=0.042626; Landuse=-0.071134; POI=0.024526; Temp=-0.008105; Topo=0.020096; UCP=-0.414374,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,徐家汇,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0013503247689957629,0.16924071600229051,frontal_area_density_aggregate,Frontal Area Density (3km),0.6621888166345702,0.8080083598534302,Baseline+Meteorology,Emission=0.042626; Landuse=-0.071134; POI=0.024526; Temp=-0.008105; Topo=0.020096; UCP=-0.414374,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,徐家汇,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0013503247689957629,0.16924071600229051,building_impervious_composite,Building & Impervious (3km),0.7661687595850468,0.898568048567898,Baseline+Meteorology,Emission=0.042626; Landuse=-0.071134; POI=0.024526; Temp=-0.008105; Topo=0.020096; UCP=-0.414374,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,徐家汇,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0013503247689957629,0.16924071600229051,green_space_composite,Green Space Density (3km),0.2302157848921427,0.12471107051200354,Baseline+Meteorology,Emission=0.042626; Landuse=-0.071134; POI=0.024526; Temp=-0.008105; Topo=0.020096; UCP=-0.414374,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇上师大,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002405803340611335,0.31550405052663755,building_density_aggregate,Building Density (3km),0.24049840815250784,0.7874163729593986,Baseline+Meteorology,Emission=0.022027; Landuse=-0.066376; POI=0.005553; Temp=-0.007348; Topo=0.009026; UCP=-0.002948,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇上师大,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002405803340611335,0.31550405052663755,height_std_aggregate,Building Height Std (3km),15.247058758692456,0.564503061297549,Baseline+Meteorology,Emission=0.022027; Landuse=-0.066376; POI=0.005553; Temp=-0.007348; Topo=0.009026; UCP=-0.002948,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇上师大,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002405803340611335,0.31550405052663755,frontal_area_density_aggregate,Frontal Area Density (3km),0.48435789167548626,0.5891218098338988,Baseline+Meteorology,Emission=0.022027; Landuse=-0.066376; POI=0.005553; Temp=-0.007348; Topo=0.009026; UCP=-0.002948,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇上师大,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002405803340611335,0.31550405052663755,building_impervious_composite,Building & Impervious (3km),0.76472108245336,0.8967310492011733,Baseline+Meteorology,Emission=0.022027; Landuse=-0.066376; POI=0.005553; Temp=-0.007348; Topo=0.009026; UCP=-0.002948,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇上师大,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002405803340611335,0.31550405052663755,green_space_composite,Green Space Density (3km),0.23466160710946402,0.13021697084522701,Baseline+Meteorology,Emission=0.022027; Landuse=-0.066376; POI=0.005553; Temp=-0.007348; Topo=0.009026; UCP=-0.002948,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇华泾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004610316536427712,0.6209952842610041,building_density_aggregate,Building Density (3km),0.18646631087230944,0.6079440338561583,Baseline+Meteorology,Emission=0.246272; Landuse=0.132087; POI=0.042485; Temp=-0.015089; Topo=0.096547; UCP=0.009949,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇华泾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004610316536427712,0.6209952842610041,height_std_aggregate,Building Height Std (3km),11.022104116438866,0.34155926879567716,Baseline+Meteorology,Emission=0.246272; Landuse=0.132087; POI=0.042485; Temp=-0.015089; Topo=0.096547; UCP=0.009949,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇华泾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004610316536427712,0.6209952842610041,frontal_area_density_aggregate,Frontal Area Density (3km),0.2413287068960225,0.2899847512898039,Baseline+Meteorology,Emission=0.246272; Landuse=0.132087; POI=0.042485; Temp=-0.015089; Topo=0.096547; UCP=0.009949,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇华泾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004610316536427712,0.6209952842610041,building_impervious_composite,Building & Impervious (3km),0.5714762509391337,0.6515170955201934,Baseline+Meteorology,Emission=0.246272; Landuse=0.132087; POI=0.042485; Temp=-0.015089; Topo=0.096547; UCP=0.009949,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,徐汇华泾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004610316536427712,0.6209952842610041,green_space_composite,Green Space Density (3km),0.38449001941343497,0.31577101797215407,Baseline+Meteorology,Emission=0.246272; Landuse=0.132087; POI=0.042485; Temp=-0.015089; Topo=0.096547; UCP=0.009949,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,普陀桃浦,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0038146483589107582,0.5107352714590325,building_density_aggregate,Building Density (3km),0.20955148023055134,0.6846234439081625,Baseline+Meteorology,Emission=0.049002; Landuse=-0.088815; POI=0.006673; Temp=-0.017476; Topo=-0.016982; UCP=0.028672,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,普陀桃浦,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0038146483589107582,0.5107352714590325,height_std_aggregate,Building Height Std (3km),17.18523813973681,0.6667775466701245,Baseline+Meteorology,Emission=0.049002; Landuse=-0.088815; POI=0.006673; Temp=-0.017476; Topo=-0.016982; UCP=0.028672,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,普陀桃浦,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0038146483589107582,0.5107352714590325,frontal_area_density_aggregate,Frontal Area Density (3km),0.2687873619080382,0.323782755012382,Baseline+Meteorology,Emission=0.049002; Landuse=-0.088815; POI=0.006673; Temp=-0.017476; Topo=-0.016982; UCP=0.028672,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,普陀桃浦,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0038146483589107582,0.5107352714590325,building_impervious_composite,Building & Impervious (3km),0.5920169144865984,0.6775817373542691,Baseline+Meteorology,Emission=0.049002; Landuse=-0.088815; POI=0.006673; Temp=-0.017476; Topo=-0.016982; UCP=0.028672,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,普陀桃浦,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0038146483589107582,0.5107352714590325,green_space_composite,Green Space Density (3km),0.40697318502550583,0.34361515185432384,Baseline+Meteorology,Emission=0.049002; Landuse=-0.088815; POI=0.006673; Temp=-0.017476; Topo=-0.016982; UCP=0.028672,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,普陀监测站,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002770094354643365,0.36598581290673354,building_density_aggregate,Building Density (3km),0.23877273019706402,0.7816843826278683,Baseline+Meteorology,Emission=0.057654; Landuse=-0.039223; POI=0.024293; Temp=-0.005958; Topo=0.053953; UCP=-0.035149,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,普陀监测站,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002770094354643365,0.36598581290673354,height_std_aggregate,Building Height Std (3km),18.4689184103817,0.7345152082855279,Baseline+Meteorology,Emission=0.057654; Landuse=-0.039223; POI=0.024293; Temp=-0.005958; Topo=0.053953; UCP=-0.035149,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,普陀监测站,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002770094354643365,0.36598581290673354,frontal_area_density_aggregate,Frontal Area Density (3km),0.5457791932535326,0.6647233780269513,Baseline+Meteorology,Emission=0.057654; Landuse=-0.039223; POI=0.024293; Temp=-0.005958; Topo=0.053953; UCP=-0.035149,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,普陀监测站,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002770094354643365,0.36598581290673354,building_impervious_composite,Building & Impervious (3km),0.8003086451381204,0.9418891363770125,Baseline+Meteorology,Emission=0.057654; Landuse=-0.039223; POI=0.024293; Temp=-0.005958; Topo=0.053953; UCP=-0.035149,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,普陀监测站,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002770094354643365,0.36598581290673354,green_space_composite,Green Space Density (3km),0.1937197861298241,0.07951283227299327,Baseline+Meteorology,Emission=0.057654; Landuse=-0.039223; POI=0.024293; Temp=-0.005958; Topo=0.053953; UCP=-0.035149,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦四漂,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002444082624908177,0.320808616545341,building_density_aggregate,Building Density (3km),0.25048912058412437,0.8206013985213649,Baseline+Meteorology,Emission=0.025595; Landuse=-0.218296; POI=-0.015330; Temp=0.003243; Topo=-0.008077; UCP=-0.125915,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦四漂,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002444082624908177,0.320808616545341,height_std_aggregate,Building Height Std (3km),13.69313028958036,0.4825048540941486,Baseline+Meteorology,Emission=0.025595; Landuse=-0.218296; POI=-0.015330; Temp=0.003243; Topo=-0.008077; UCP=-0.125915,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦四漂,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002444082624908177,0.320808616545341,frontal_area_density_aggregate,Frontal Area Density (3km),0.5165785153170875,0.6287811725123,Baseline+Meteorology,Emission=0.025595; Landuse=-0.218296; POI=-0.015330; Temp=0.003243; Topo=-0.008077; UCP=-0.125915,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦四漂,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002444082624908177,0.320808616545341,building_impervious_composite,Building & Impervious (3km),0.8071079967150321,0.9505170301715163,Baseline+Meteorology,Emission=0.025595; Landuse=-0.218296; POI=-0.015330; Temp=0.003243; Topo=-0.008077; UCP=-0.125915,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦四漂,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002444082624908177,0.320808616545341,green_space_composite,Green Space Density (3km),0.15290569426282233,0.02896687901035123,Baseline+Meteorology,Emission=0.025595; Landuse=-0.218296; POI=-0.015330; Temp=0.003243; Topo=-0.008077; UCP=-0.125915,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦新江湾城,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0018724734044299064,0.24159765681543996,building_density_aggregate,Building Density (3km),0.2055491216600112,0.6713292596965128,Baseline+Meteorology,Emission=-0.001970; Landuse=0.003932; POI=0.032903; Temp=-0.004872; Topo=0.026198; UCP=-0.074773,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦新江湾城,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0018724734044299064,0.24159765681543996,height_std_aggregate,Building Height Std (3km),12.760977922633183,0.43331673221505773,Baseline+Meteorology,Emission=-0.001970; Landuse=0.003932; POI=0.032903; Temp=-0.004872; Topo=0.026198; UCP=-0.074773,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦新江湾城,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0018724734044299064,0.24159765681543996,frontal_area_density_aggregate,Frontal Area Density (3km),0.35965459657445376,0.4356284056522983,Baseline+Meteorology,Emission=-0.001970; Landuse=0.003932; POI=0.032903; Temp=-0.004872; Topo=0.026198; UCP=-0.074773,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦新江湾城,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0018724734044299064,0.24159765681543996,building_impervious_composite,Building & Impervious (3km),0.6915889073521131,0.803931517863921,Baseline+Meteorology,Emission=-0.001970; Landuse=0.003932; POI=0.032903; Temp=-0.004872; Topo=0.026198; UCP=-0.074773,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦新江湾城,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0018724734044299064,0.24159765681543996,green_space_composite,Green Space Density (3km),0.30694183992061325,0.21973196682726603,Baseline+Meteorology,Emission=-0.001970; Landuse=0.003932; POI=0.032903; Temp=-0.004872; Topo=0.026198; UCP=-0.074773,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002538330041678847,0.3338689872794281,building_density_aggregate,Building Density (3km),0.2408903634166455,0.7887182866666126,Baseline+Meteorology,Emission=0.138365; Landuse=-0.008576; POI=-0.028646; Temp=-0.021634; Topo=0.052425; UCP=0.124377,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002538330041678847,0.3338689872794281,height_std_aggregate,Building Height Std (3km),12.108977696525454,0.39891177040391734,Baseline+Meteorology,Emission=0.138365; Landuse=-0.008576; POI=-0.028646; Temp=-0.021634; Topo=0.052425; UCP=0.124377,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002538330041678847,0.3338689872794281,frontal_area_density_aggregate,Frontal Area Density (3km),0.4378989895409009,0.5319369933669418,Baseline+Meteorology,Emission=0.138365; Landuse=-0.008576; POI=-0.028646; Temp=-0.021634; Topo=0.052425; UCP=0.124377,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002538330041678847,0.3338689872794281,building_impervious_composite,Building & Impervious (3km),0.7994552849375526,0.9408062829467007,Baseline+Meteorology,Emission=0.138365; Landuse=-0.008576; POI=-0.028646; Temp=-0.021634; Topo=0.052425; UCP=0.124377,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,杨浦监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.002538330041678847,0.3338689872794281,green_space_composite,Green Space Density (3km),0.14900499877665038,0.024136087420565704,Baseline+Meteorology,Emission=0.138365; Landuse=-0.008576; POI=-0.028646; Temp=-0.021634; Topo=0.052425; UCP=0.124377,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,松江图书馆,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0023755233060850384,0.31130798351170097,building_density_aggregate,Building Density (3km),0.16114264454891325,0.5238292602585123,Baseline+Meteorology,Emission=0.018999; Landuse=-0.168626; POI=-0.002147; Temp=-0.011615; Topo=-0.001494; UCP=-0.220700,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,松江图书馆,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0023755233060850384,0.31130798351170097,height_std_aggregate,Building Height Std (3km),17.450484666931708,0.6807741624276936,Baseline+Meteorology,Emission=0.018999; Landuse=-0.168626; POI=-0.002147; Temp=-0.011615; Topo=-0.001494; UCP=-0.220700,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,松江图书馆,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0023755233060850384,0.31130798351170097,frontal_area_density_aggregate,Frontal Area Density (3km),0.2572075526623676,0.3095295282676395,Baseline+Meteorology,Emission=0.018999; Landuse=-0.168626; POI=-0.002147; Temp=-0.011615; Topo=-0.001494; UCP=-0.220700,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,松江图书馆,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0023755233060850384,0.31130798351170097,building_impervious_composite,Building & Impervious (3km),0.6124280487932932,0.703482015789864,Baseline+Meteorology,Emission=0.018999; Landuse=-0.168626; POI=-0.002147; Temp=-0.011615; Topo=-0.001494; UCP=-0.220700,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
