Panel,Data_Type,Source_Category,Plot_Order,Radius_m,Emission_Composition_Value,Emission_Composition_Percent,Distance_Bin_Left_m,Distance_Bin_Right_m,Distance_Bin_Center_m,Frequency,KDE_X_m,KDE_Density,Spearman_R,Mean_Spatial_Validation_R2,Baseline_R2,Peak_Radius_m,Metric_Name,Metric_Value,Panel_Description,Notes
b,distance_histogram,Motor Vehicle,2,,,,4800.0,5000.0,4900.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,5000.0,5200.0,5100.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,5200.0,5400.0,5300.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,5400.0,5600.0,5500.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,5600.0,5800.0,5700.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,5800.0,6000.0,5900.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,6000.0,6200.0,6100.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,6200.0,6400.0,6300.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,6400.0,6600.0,6500.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,6600.0,6800.0,6700.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,6800.0,7000.0,6900.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,7000.0,7200.0,7100.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,7200.0,7400.0,7300.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,7400.0,7600.0,7500.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,7600.0,7800.0,7700.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_histogram,Motor Vehicle,2,,,,7800.0,8000.0,7900.0,0,,,,,,,distance_histogram_frequency,0.0,Binned source-station distance distribution for panel b.,"Histogram bins match original sns.histplot settings: bins=40, binrange=(0, 8000)."
b,distance_kde,Motor Vehicle,2,,,,,,,,7.118867287213021,4.349253720603845e-05,,,,,distance_kde_density,4.349253720603845e-05,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,21.584958973410266,7.284751940419377e-05,,,,,distance_kde_density,7.284751940419377e-05,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,36.051050659607526,0.0001080282950159009,,,,,distance_kde_density,0.0001080282950159009,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,50.517142345804785,0.00014603823028674147,,,,,distance_kde_density,0.00014603823028674147,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,64.98323403200203,0.00018471261412352608,,,,,distance_kde_density,0.00018471261412352608,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,79.44932571819928,0.00022312682040207115,,,,,distance_kde_density,0.00022312682040207115,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,93.91541740439655,0.0002611526434126124,,,,,distance_kde_density,0.0002611526434126124,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,108.3815090905938,0.00029885782404131584,,,,,distance_kde_density,0.00029885782404131584,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,122.84760077679104,0.0003361869531970628,,,,,distance_kde_density,0.0003361869531970628,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,137.3136924629883,0.00037295949838592364,,,,,distance_kde_density,0.00037295949838592364,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,151.77978414918556,0.0004089954047756955,,,,,distance_kde_density,0.0004089954047756955,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,166.2458758353828,0.00044417807689439275,,,,,distance_kde_density,0.00044417807689439275,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,180.71196752158008,0.00047837472248718265,,,,,distance_kde_density,0.00047837472248718265,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,195.1780592077773,0.0005113412757351745,,,,,distance_kde_density,0.0005113412757351745,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,209.64415089397457,0.0005428680736584672,,,,,distance_kde_density,0.0005428680736584672,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,224.11024258017184,0.0005731014678236874,,,,,distance_kde_density,0.0005731014678236874,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,238.57633426636906,0.0006025709024588268,,,,,distance_kde_density,0.0006025709024588268,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,253.04242595256633,0.0006317549124404534,,,,,distance_kde_density,0.0006317549124404534,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,267.5085176387636,0.000660702887491967,,,,,distance_kde_density,0.000660702887491967,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,281.97460932496085,0.0006891878961391895,,,,,distance_kde_density,0.0006891878961391895,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,296.4407010111581,0.0007170992164197585,,,,,distance_kde_density,0.0007170992164197585,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,310.9067926973554,0.0007444831853328923,,,,,distance_kde_density,0.0007444831853328923,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,325.37288438355256,0.0007712362957437835,,,,,distance_kde_density,0.0007712362957437835,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,339.83897606974983,0.0007969499640938408,,,,,distance_kde_density,0.0007969499640938408,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,354.3050677559471,0.0008211393952458935,,,,,distance_kde_density,0.0008211393952458935,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,368.7711594421444,0.0008435742989765085,,,,,distance_kde_density,0.0008435742989765085,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,383.23725112834165,0.0008643324883083325,,,,,distance_kde_density,0.0008643324883083325,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,397.7033428145389,0.0008835991422869633,,,,,distance_kde_density,0.0008835991422869633,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,412.1694345007361,0.0009015240286694941,,,,,distance_kde_density,0.0009015240286694941,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,426.63552618693336,0.0009182175613258576,,,,,distance_kde_density,0.0009182175613258576,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,441.10161787313064,0.0009337503907833167,,,,,distance_kde_density,0.0009337503907833167,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,455.5677095593279,0.0009481419512983993,,,,,distance_kde_density,0.0009481419512983993,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,470.03380124552507,0.0009614215506752661,,,,,distance_kde_density,0.0009614215506752661,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,484.49989293172234,0.0009737478871507818,,,,,distance_kde_density,0.0009737478871507818,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,498.9659846179196,0.000985397958086096,,,,,distance_kde_density,0.000985397958086096,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,513.4320763041169,0.0009964926955704117,,,,,distance_kde_density,0.0009964926955704117,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,527.8981679903142,0.0010067359030450087,,,,,distance_kde_density,0.0010067359030450087,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,542.3642596765114,0.0010155699098263007,,,,,distance_kde_density,0.0010155699098263007,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,556.8303513627086,0.0010226387501700831,,,,,distance_kde_density,0.0010226387501700831,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,571.2964430489059,0.0010280728112052333,,,,,distance_kde_density,0.0010280728112052333,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,585.7625347351031,0.0010323588880475677,,,,,distance_kde_density,0.0010323588880475677,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,600.2286264213004,0.001035974170787392,,,,,distance_kde_density,0.001035974170787392,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,614.6947181074977,0.001039149842803385,,,,,distance_kde_density,0.001039149842803385,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,629.160809793695,0.0010419373551232493,,,,,distance_kde_density,0.0010419373551232493,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,643.6269014798921,0.0010443389574209148,,,,,distance_kde_density,0.0010443389574209148,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,658.0929931660894,0.0010463440362451393,,,,,distance_kde_density,0.0010463440362451393,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,672.5590848522867,0.0010481007133329352,,,,,distance_kde_density,0.0010481007133329352,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,687.025176538484,0.001050090649222454,,,,,distance_kde_density,0.001050090649222454,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,701.4912682246812,0.001052692393115768,,,,,distance_kde_density,0.001052692393115768,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,715.9573599108785,0.001055286345949105,,,,,distance_kde_density,0.001055286345949105,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,730.4234515970757,0.0010560779886687175,,,,,distance_kde_density,0.0010560779886687175,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,744.8895432832729,0.001053229515309472,,,,,distance_kde_density,0.001053229515309472,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,759.3556349694702,0.0010462257262939074,,,,,distance_kde_density,0.0010462257262939074,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,773.8217266556675,0.0010359602225217144,,,,,distance_kde_density,0.0010359602225217144,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,788.2878183418647,0.0010236188992970795,,,,,distance_kde_density,0.0010236188992970795,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,802.753910028062,0.001009874557454566,,,,,distance_kde_density,0.001009874557454566,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,817.2200017142592,0.0009950547334897852,,,,,distance_kde_density,0.0009950547334897852,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,831.6860934004565,0.0009793594461837713,,,,,distance_kde_density,0.0009793594461837713,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,846.1521850866537,0.0009625920675427988,,,,,distance_kde_density,0.0009625920675427988,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,860.618276772851,0.0009441775961300913,,,,,distance_kde_density,0.0009441775961300913,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,875.0843684590483,0.0009237898205023143,,,,,distance_kde_density,0.0009237898205023143,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,889.5504601452454,0.0009016837996241658,,,,,distance_kde_density,0.0009016837996241658,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,904.0165518314427,0.0008783215636579867,,,,,distance_kde_density,0.0008783215636579867,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,918.48264351764,0.0008540232020727874,,,,,distance_kde_density,0.0008540232020727874,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,932.9487352038373,0.0008290448574484077,,,,,distance_kde_density,0.0008290448574484077,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,947.4148268900344,0.0008036344385151926,,,,,distance_kde_density,0.0008036344385151926,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,961.8809185762318,0.0007778587172246894,,,,,distance_kde_density,0.0007778587172246894,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,976.347010262429,0.0007515791880475488,,,,,distance_kde_density,0.0007515791880475488,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,990.8131019486264,0.0007246981123523841,,,,,distance_kde_density,0.0007246981123523841,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1005.2791936348235,0.0006973045828043004,,,,,distance_kde_density,0.0006973045828043004,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1019.7452853210207,0.0006695883809802027,,,,,distance_kde_density,0.0006695883809802027,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1034.211377007218,0.0006418167763343282,,,,,distance_kde_density,0.0006418167763343282,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1048.6774686934152,0.0006144235953247144,,,,,distance_kde_density,0.0006144235953247144,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1063.1435603796126,0.0005879248292681834,,,,,distance_kde_density,0.0005879248292681834,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1077.6096520658098,0.0005626692685885319,,,,,distance_kde_density,0.0005626692685885319,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1092.0757437520072,0.0005386793623609028,,,,,distance_kde_density,0.0005386793623609028,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1106.5418354382043,0.0005156161867610781,,,,,distance_kde_density,0.0005156161867610781,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1121.0079271244015,0.0004928954392664442,,,,,distance_kde_density,0.0004928954392664442,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1135.4740188105989,0.00047011227169873,,,,,distance_kde_density,0.00047011227169873,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1149.940110496796,0.0004475167313256545,,,,,distance_kde_density,0.0004475167313256545,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1164.4062021829934,0.00042591002793184655,,,,,distance_kde_density,0.00042591002793184655,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1178.8722938691906,0.0004059341440545725,,,,,distance_kde_density,0.0004059341440545725,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1193.3383855553877,0.0003875511593969602,,,,,distance_kde_density,0.0003875511593969602,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1207.8044772415851,0.00037025029639731167,,,,,distance_kde_density,0.00037025029639731167,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1222.2705689277823,0.0003536013558860037,,,,,distance_kde_density,0.0003536013558860037,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1236.7366606139797,0.00033752724451296875,,,,,distance_kde_density,0.00033752724451296875,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1251.2027523001768,0.0003221872459909762,,,,,distance_kde_density,0.0003221872459909762,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1265.6688439863742,0.00030774371058664576,,,,,distance_kde_density,0.00030774371058664576,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1280.1349356725714,0.0002941972595813598,,,,,distance_kde_density,0.0002941972595813598,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1294.6010273587685,0.00028136715219094136,,,,,distance_kde_density,0.00028136715219094136,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1309.067119044966,0.0002690790013908323,,,,,distance_kde_density,0.0002690790013908323,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1323.533210731163,0.00025735897239944017,,,,,distance_kde_density,0.00025735897239944017,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1337.9993024173605,0.00024629499743177653,,,,,distance_kde_density,0.00024629499743177653,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Motor Vehicle,2,,,,,,,,1352.4653941035576,0.00023569826315170952,,,,,distance_kde_density,0.00023569826315170952,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
