Panel,Data_Type,Panel_Description,Station,Cluster,Feature,Metric_Name,Metric_Value,K_Value,Latitude,Longitude,Fold,StationType,X_Value,Y_Value,Regression_R2,Traffic_Line_WKT,Traffic_Volume,Traffic_Line_Width,Notes
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山枫泾,1,POI,Delta_R2,-0.20695007269140875,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁仙霞,0,POI,Delta_R2,0.010613395961252992,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁华阳,0,POI,Delta_R2,0.000978999309258044,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁程桥,0,POI,Delta_R2,0.01766899034123648,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行江川,0,POI,Delta_R2,0.04326845884675756,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行浦江,0,POI,Delta_R2,-0.2566273084866687,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行莘庄,0,POI,Delta_R2,0.024450866873164445,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦夏阳,0,POI,Delta_R2,0.0380002628174263,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦徐泾,0,POI,Delta_R2,-0.004815166253134162,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦朱家角,0,POI,Delta_R2,-0.04693644967817656,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安七一中学,0,POI,Delta_R2,0.11583950418502409,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安共和新路路边站,3,POI,Delta_R2,-0.25436527857589875,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安和田中学,0,POI,Delta_R2,0.1224801646163145,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安市北高新,1,POI,Delta_R2,-0.11614831436040901,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安延安西路路边站,4,POI,Delta_R2,-0.06841699362969422,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安监测站,0,POI,Delta_R2,0.06184483765475424,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,黄浦瑞金,0,POI,Delta_R2,0.04711645062204628,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,人民广场,2,Temp,Delta_R2,0.03350176255414894,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,卢湾师专附小,0,Temp,Delta_R2,-0.008878378318820213,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定南翔,0,Temp,Delta_R2,-0.038472572570862784,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定天华学院,1,Temp,Delta_R2,-0.0434864139306852,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定方泰,0,Temp,Delta_R2,-0.003718108764978856,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定监测站,0,Temp,Delta_R2,-0.023011854055380976,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥,1,Temp,Delta_R2,-0.044520167742914785,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥新城,1,Temp,Delta_R2,-0.049205755425453246,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤海湾,0,Temp,Delta_R2,-0.03835178872005823,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山庙行,0,Temp,Delta_R2,-0.0024548335048529824,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山杨行,0,Temp,Delta_R2,0.005569173814911288,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山罗店,0,Temp,Delta_R2,-0.010944610654217701,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,崇明现代农业园区,1,Temp,Delta_R2,-0.04558066054557425,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐家汇,0,Temp,Delta_R2,-0.00810536504139403,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇上师大,0,Temp,Delta_R2,-0.00734791028979731,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇华泾,0,Temp,Delta_R2,-0.015089196309066993,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀桃浦,0,Temp,Delta_R2,-0.01747627877682756,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀监测站,0,Temp,Delta_R2,-0.005958460290335199,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦四漂,0,Temp,Delta_R2,0.0032430133921510507,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦新江湾城,0,Temp,Delta_R2,-0.0048717149672412585,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦监测站,0,Temp,Delta_R2,-0.02163354962580155,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江图书馆,0,Temp,Delta_R2,-0.011615220126307446,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江岳阳,0,Temp,Delta_R2,-0.0043552407297492435,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东东方路路边站,0,Temp,Delta_R2,-0.005439606403096819,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东周浦,1,Temp,Delta_R2,-0.020718775164622727,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东川沙,0,Temp,Delta_R2,-0.01377132369995604,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东张江,0,Temp,Delta_R2,-0.024800116863865962,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东惠南,1,Temp,Delta_R2,-0.009788422096572713,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东监测站,0,Temp,Delta_R2,-0.010102258003486075,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口凉城,0,Temp,Delta_R2,-0.025308299645260823,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口嘉兴,0,Temp,Delta_R2,-0.04285545284239228,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山廊下,0,Temp,Delta_R2,-0.05363971024021297,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山朱泾,0,Temp,Delta_R2,-0.032146509369746945,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山枫泾,1,Temp,Delta_R2,-0.04467521767198346,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁仙霞,0,Temp,Delta_R2,-0.0008611986218403089,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁华阳,0,Temp,Delta_R2,0.0015413146619099871,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁程桥,0,Temp,Delta_R2,-0.017641677538515754,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行江川,0,Temp,Delta_R2,-0.0035439999213805473,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行浦江,0,Temp,Delta_R2,-0.025471155339846674,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行莘庄,0,Temp,Delta_R2,-0.00034610038374327523,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦夏阳,0,Temp,Delta_R2,-0.006728922359966916,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦徐泾,0,Temp,Delta_R2,-0.01612312206328248,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦朱家角,0,Temp,Delta_R2,-0.03042706649353555,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安七一中学,0,Temp,Delta_R2,0.022559043455314565,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安共和新路路边站,3,Temp,Delta_R2,-0.02727471213908972,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安和田中学,0,Temp,Delta_R2,0.009325189889567431,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安市北高新,1,Temp,Delta_R2,-0.02330581267091525,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安延安西路路边站,4,Temp,Delta_R2,-0.015842390037124288,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安监测站,0,Temp,Delta_R2,0.003209665944627238,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,黄浦瑞金,0,Temp,Delta_R2,-0.022698029747821535,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,人民广场,2,Topo,Delta_R2,0.1876756735550602,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,卢湾师专附小,0,Topo,Delta_R2,-0.14692387096005,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定南翔,0,Topo,Delta_R2,-0.023791749297233822,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定天华学院,1,Topo,Delta_R2,0.0584221707539071,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定方泰,0,Topo,Delta_R2,-0.019768926812502793,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定监测站,0,Topo,Delta_R2,-0.036792738206431475,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥,1,Topo,Delta_R2,-0.03965807497868745,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥新城,1,Topo,Delta_R2,-0.2891080353261173,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤海湾,0,Topo,Delta_R2,0.015138254417781771,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山庙行,0,Topo,Delta_R2,0.000953886259714043,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山杨行,0,Topo,Delta_R2,-0.05683368772635977,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山罗店,0,Topo,Delta_R2,0.028177353306337194,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,崇明现代农业园区,1,Topo,Delta_R2,-0.08589274166469174,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐家汇,0,Topo,Delta_R2,0.02009616546952131,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇上师大,0,Topo,Delta_R2,0.009025969241112208,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇华泾,0,Topo,Delta_R2,0.09654701241041916,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀桃浦,0,Topo,Delta_R2,-0.016982115831787326,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀监测站,0,Topo,Delta_R2,0.053953376067509495,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦四漂,0,Topo,Delta_R2,-0.008077013086529194,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦新江湾城,0,Topo,Delta_R2,0.0261981997808185,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦监测站,0,Topo,Delta_R2,0.052425451584911964,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江图书馆,0,Topo,Delta_R2,-0.0014938409083616877,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江岳阳,0,Topo,Delta_R2,-0.040624882791846506,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东东方路路边站,0,Topo,Delta_R2,-0.06189303828020698,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东周浦,1,Topo,Delta_R2,-0.14928164621977325,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东川沙,0,Topo,Delta_R2,-0.020419830487379942,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东张江,0,Topo,Delta_R2,0.003544404953899294,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东惠南,1,Topo,Delta_R2,-0.5661364488153657,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东监测站,0,Topo,Delta_R2,-0.08549504513600481,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口凉城,0,Topo,Delta_R2,0.11624345252904744,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口嘉兴,0,Topo,Delta_R2,0.4113834396191375,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山廊下,0,Topo,Delta_R2,0.06411384641145612,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山朱泾,0,Topo,Delta_R2,-0.061666877048035196,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山枫泾,1,Topo,Delta_R2,-0.3280142169392888,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁仙霞,0,Topo,Delta_R2,-0.0372708870264673,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁华阳,0,Topo,Delta_R2,0.012250463072613349,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁程桥,0,Topo,Delta_R2,0.02294140449880533,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行江川,0,Topo,Delta_R2,0.01844488123802246,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行浦江,0,Topo,Delta_R2,-0.013872903754567734,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行莘庄,0,Topo,Delta_R2,-0.07599379238266357,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦夏阳,0,Topo,Delta_R2,-0.014539469587207643,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦徐泾,0,Topo,Delta_R2,-0.007849029967277654,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦朱家角,0,Topo,Delta_R2,-0.011483204316277251,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安七一中学,0,Topo,Delta_R2,0.19257907058077173,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安共和新路路边站,3,Topo,Delta_R2,0.6308992431940205,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安和田中学,0,Topo,Delta_R2,0.01419466670892855,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安市北高新,1,Topo,Delta_R2,0.190672778604975,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安延安西路路边站,4,Topo,Delta_R2,-1.8881871535551222,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安监测站,0,Topo,Delta_R2,0.0707064579475225,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,黄浦瑞金,0,Topo,Delta_R2,0.11102115195950502,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,人民广场,2,UCP,Delta_R2,-0.7753198235620745,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,卢湾师专附小,0,UCP,Delta_R2,0.03800328327669955,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定南翔,0,UCP,Delta_R2,-0.021116374577481722,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定天华学院,1,UCP,Delta_R2,-0.10471568774313544,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定方泰,0,UCP,Delta_R2,-0.11190852390831421,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,嘉定监测站,0,UCP,Delta_R2,-0.005003842670141978,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥,1,UCP,Delta_R2,-0.11573784494895123,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤南桥新城,1,UCP,Delta_R2,-0.528816728478649,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,奉贤海湾,0,UCP,Delta_R2,0.10316570056947327,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山庙行,0,UCP,Delta_R2,0.02062368720739849,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山杨行,0,UCP,Delta_R2,-0.015045180109946266,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,宝山罗店,0,UCP,Delta_R2,-0.009733157584670193,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,崇明现代农业园区,1,UCP,Delta_R2,-0.9920121844099032,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐家汇,0,UCP,Delta_R2,-0.41437410980830797,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇上师大,0,UCP,Delta_R2,-0.002948189731090789,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,徐汇华泾,0,UCP,Delta_R2,0.00994901217837671,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀桃浦,0,UCP,Delta_R2,0.028672358457658254,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,普陀监测站,0,UCP,Delta_R2,-0.035149089760816765,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦四漂,0,UCP,Delta_R2,-0.12591468289892072,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦新江湾城,0,UCP,Delta_R2,-0.07477330655419379,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,杨浦监测站,0,UCP,Delta_R2,0.12437739501480416,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江图书馆,0,UCP,Delta_R2,-0.22070040405213243,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,松江岳阳,0,UCP,Delta_R2,-0.013892921410431192,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东东方路路边站,0,UCP,Delta_R2,-0.06550470140474973,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东周浦,1,UCP,Delta_R2,-0.6745126291006599,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东川沙,0,UCP,Delta_R2,-0.05635206120696046,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东张江,0,UCP,Delta_R2,-0.08440614715939321,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东惠南,1,UCP,Delta_R2,-0.44964943281238123,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,浦东监测站,0,UCP,Delta_R2,-0.07029333350704436,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口凉城,0,UCP,Delta_R2,0.021056568136619158,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,虹口嘉兴,0,UCP,Delta_R2,0.3220797186756932,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山廊下,0,UCP,Delta_R2,0.0957854935722906,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山朱泾,0,UCP,Delta_R2,-0.04053157244580374,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,金山枫泾,1,UCP,Delta_R2,-0.47605855278863324,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁仙霞,0,UCP,Delta_R2,0.0037757153540030064,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁华阳,0,UCP,Delta_R2,0.034686643387390026,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,长宁程桥,0,UCP,Delta_R2,-0.07251076018340075,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行江川,0,UCP,Delta_R2,0.005549255059054237,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行浦江,0,UCP,Delta_R2,-0.02649248730892695,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,闵行莘庄,0,UCP,Delta_R2,0.008375807434740978,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦夏阳,0,UCP,Delta_R2,0.02488041646031336,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦徐泾,0,UCP,Delta_R2,0.04368748784011123,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,青浦朱家角,0,UCP,Delta_R2,-0.01565777901401577,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安七一中学,0,UCP,Delta_R2,0.18590825930116106,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安共和新路路边站,3,UCP,Delta_R2,0.05311922903266397,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安和田中学,0,UCP,Delta_R2,0.13165691598939078,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安市北高新,1,UCP,Delta_R2,-0.6407067897374834,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安延安西路路边站,4,UCP,Delta_R2,0.002998802498222486,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,静安监测站,0,UCP,Delta_R2,0.07238334842632577,,,,,,,,,,,,
c,cluster_fingerprint_bar,Cluster response fingerprint values.,黄浦瑞金,0,UCP,Delta_R2,-0.017241738854629762,,,,,,,,,,,,
d,map_station_point,Station cluster map point.,人民广场,2,,Station_Point,,,31.2342,121.4688,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,卢湾师专附小,0,,Station_Point,,,31.2036,121.478,1,国控站,,,,,,,
d,map_station_point,Station cluster map point.,嘉定南翔,0,,Station_Point,,,31.29043,121.3305,1,国控站,,,,,,,
d,map_station_point,Station cluster map point.,嘉定天华学院,1,,Station_Point,,,31.41167,121.1981,5,市控站,,,,,,,
d,map_station_point,Station cluster map point.,嘉定方泰,0,,Station_Point,,,31.31194,121.255,3,市控站,,,,,,,
d,map_station_point,Station cluster map point.,嘉定监测站,0,,Station_Point,,,31.3769,121.2642,2,市控站,,,,,,,
d,map_station_point,Station cluster map point.,奉贤南桥,1,,Station_Point,,,30.91101,121.4552,4,市控站,,,,,,,
d,map_station_point,Station cluster map point.,奉贤南桥新城,1,,Station_Point,,,30.92499,121.4891,4,国控站,,,,,,,
d,map_station_point,Station cluster map point.,奉贤海湾,0,,Station_Point,,,30.85805,121.6762,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,宝山庙行,0,,Station_Point,,,31.32259,121.4261,2,国控站,,,,,,,
d,map_station_point,Station cluster map point.,宝山杨行,0,,Station_Point,,,31.39325,121.4456,5,市控站,,,,,,,
d,map_station_point,Station cluster map point.,宝山罗店,0,,Station_Point,,,31.41151,121.3409,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,崇明现代农业园区,1,,Station_Point,,,31.59443,121.8026,4,市控站,,,,,,,
d,map_station_point,Station cluster map point.,徐家汇,0,,Station_Point,,,31.19908,121.4374,3,市控站,,,,,,,
d,map_station_point,Station cluster map point.,徐汇上师大,0,,Station_Point,,,31.1654,121.412,3,国控站,,,,,,,
d,map_station_point,Station cluster map point.,徐汇华泾,0,,Station_Point,,,31.12295,121.4501,4,市控站,,,,,,,
d,map_station_point,Station cluster map point.,普陀桃浦,0,,Station_Point,,,31.28524,121.3425,4,市控站,,,,,,,
d,map_station_point,Station cluster map point.,普陀监测站,0,,Station_Point,,,31.23807,121.40122,3,国控站,,,,,,,
d,map_station_point,Station cluster map point.,杨浦四漂,0,,Station_Point,,,31.2659,121.536,5,国控站,,,,,,,
d,map_station_point,Station cluster map point.,杨浦新江湾城,0,,Station_Point,,,31.32146,121.5034,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,杨浦监测站,0,,Station_Point,,,31.2837,121.5377,2,市控站,,,,,,,
d,map_station_point,Station cluster map point.,松江图书馆,0,,Station_Point,,,31.03777,121.2186,2,国控站,,,,,,,
d,map_station_point,Station cluster map point.,松江岳阳,0,,Station_Point,,,31.01139,121.2323,4,市控站,,,,,,,
d,map_station_point,Station cluster map point.,浦东东方路路边站,0,,Station_Point,,,31.215259,121.524505,5,交通站,,,,,,,
d,map_station_point,Station cluster map point.,浦东周浦,1,,Station_Point,,,31.11433,121.5846,2,市控站,,,,,,,
d,map_station_point,Station cluster map point.,浦东川沙,0,,Station_Point,,,31.1907,121.703,1,国控站,,,,,,,
d,map_station_point,Station cluster map point.,浦东张江,0,,Station_Point,,,31.2071,121.577,3,国控站,,,,,,,
d,map_station_point,Station cluster map point.,浦东惠南,1,,Station_Point,,,31.0484,121.8007,2,国控站,,,,,,,
d,map_station_point,Station cluster map point.,浦东监测站,0,,Station_Point,,,31.22838,121.53301,4,国控站,,,,,,,
d,map_station_point,Station cluster map point.,虹口凉城,0,,Station_Point,,,31.3008,121.46671,3,国控站,,,,,,,
d,map_station_point,Station cluster map point.,虹口嘉兴,0,,Station_Point,,,31.2666,121.5016,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,金山廊下,0,,Station_Point,,,30.79118,121.138,3,市控站,,,,,,,
d,map_station_point,Station cluster map point.,金山朱泾,0,,Station_Point,,,30.89116,121.1603,1,市控站,,,,,,,
d,map_station_point,Station cluster map point.,金山枫泾,1,,Station_Point,,,30.92367,121.0125,5,市控站,,,,,,,
d,map_station_point,Station cluster map point.,长宁仙霞,0,,Station_Point,,,31.20593,121.3902,4,国控站,,,,,,,
d,map_station_point,Station cluster map point.,长宁华阳,0,,Station_Point,,,31.22328,121.4247,3,市控站,,,,,,,
